source,text,created_at,retweet_count,is_retweet,id_str,"Sentiment - (1 for pos, -1 for neg)",text_cleaned
Twitter for iPhone,"Based on the Tariffs and Trade Barriers long placed on the U.S. &amp; its great companies and workers by the European Union, if these Tariffs and Barriers are not soon broken down and removed, we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!",6/23/18 0:34,19706,False,1.01e+18,-1,"Based on the Tariffs and Trade Barriers long placed on the U.S. &amp; its great companies and workers by the European Union, if these Tariffs and Barriers are not soon broken down and removed, we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!"
Twitter for iPhone,"Based on the Tariffs and Trade Barriers long placed on the U.S. and it great companies and workers by the European Union, if these Tariffs and Barriers are not soon broken down and removed, we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!",6/22/18 14:25,14415,False,1.01e+18,-1,"Based on the Tariffs and Trade Barriers long placed on the U.S. and it great companies and workers by the European Union, if these Tariffs and Barriers are not soon broken down and removed, we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!"
Twitter for iPhone,"Our Great Larry Kudlow, who has been working so hard on trade and the economy, has just suffered a heart attack. He is now in Walter Reed Medical Center.",6/12/18 0:35,24875,False,1.01e+18,1,"Our Great Larry Kudlow, who has been working so hard on trade and the economy, has just suffered a heart attack. He is now in Walter Reed Medical Center."
Twitter for iPhone,"Sorry, we cannot let our friends, or enemies, take advantage of us on Trade anymore. We must put the American worker first!",6/11/18 2:41,33464,False,1.01e+18,-1,"Sorry, we cannot let our friends, or enemies, take advantage of us on Trade anymore. We must put the American worker first!"
Twitter for iPhone,"....Germany pays 1% (slowly) of GDP towards NATO, while we pay 4% of a MUCH larger GDP. Does anybody believe that makes sense? We protect Europe (which is good) at great financial loss, and then get unfairly clobbered on Trade. Change is coming!",6/11/18 1:42,33307,False,1.01e+18,-1,"....Germany pays 1% (slowly) of GDP towards NATO, while we pay 4% of a MUCH larger GDP. Does anybody believe that makes sense? We protect Europe (which is good) at great financial loss, and then get unfairly clobbered on Trade. Change is coming!"
Twitter for iPhone,....And add to that the fact that the U.S. pays close to the entire cost of NATO-protecting many of these same countries that rip us off on Trade (they pay only a fraction of the cost-and laugh!). The European Union had a $151 Billion Surplus-should pay much more for Military!,6/11/18 1:29,25234,False,1.01e+18,-1,....And add to that the fact that the U.S. pays close to the entire cost of NATO-protecting many of these same countries that rip us off on Trade (they pay only a fraction of the cost-and laugh!). The European Union had a $151 Billion Surplus-should pay much more for Military!
Twitter for iPhone,"Why should I, as President of the United States, allow countries to continue to make Massive Trade Surpluses, as they have for decades, while our Farmers, Workers &amp; Taxpayers have such a big and unfair price to pay? Not fair to the PEOPLE of America! $800 Billion Trade Deficit...",6/11/18 1:17,33611,False,1.01e+18,-1,"Why should I, as President of the United States, allow countries to continue to make Massive Trade Surpluses, as they have for decades, while our Farmers, Workers &amp; Taxpayers have such a big and unfair price to pay? Not fair to the PEOPLE of America! $800 Billion Trade Deficit..."
Twitter for iPhone,"Fair Trade is now to be called Fool Trade if it is not Reciprocal. According to a Canada release, they make almost 100 Billion Dollars in Trade with U.S. (guess they were bragging and got caught!). Minimum is 17B. Tax Dairy from us at 270%. Then Justin acts hurt when called out!",6/11/18 1:05,26861,False,1.01e+18,-1,"Fair Trade is now to be called Fool Trade if it is not Reciprocal. According to a Canada release, they make almost 100 Billion Dollars in Trade with U.S. (guess they were bragging and got caught!). Minimum is 17B. Tax Dairy from us at 270%. Then Justin acts hurt when called out!"
Twitter for iPhone,"The United States will not allow other countries to impose massive Tariffs and Trade Barriers on its farmers, workers and companies. While sending their product into our country tax free. We have put up with Trade Abuse for many decades — and that is long enough.",6/9/18 20:57,30027,False,1.01e+18,-1,"The United States will not allow other countries to impose massive Tariffs and Trade Barriers on its farmers, workers and companies. While sending their product into our country tax free. We have put up with Trade Abuse for many decades — and that is long enough."
Twitter for iPhone,"...U.S.A. Trade. They fully understand where I am coming from. After many decades, fair and reciprocal Trade will happen!",6/9/18 20:56,11333,False,1.01e+18,1,"...U.S.A. Trade. They fully understand where I am coming from. After many decades, fair and reciprocal Trade will happen!"
Twitter for iPhone,I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. Won’t be talking about the Russian Witch Hunt Hoax for a while!,6/8/18 11:22,17764,False,1.01e+18,-1,I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. Won’t be talking about the Russian Witch Hunt Hoax for a while!
Twitter for iPhone,"Looking forward to straightening out unfair Trade Deals with the G-7 countries. If it doesn’t happen, we come out even better!",6/8/18 10:25,15772,False,1.01e+18,-1,"Looking forward to straightening out unfair Trade Deals with the G-7 countries. If it doesn’t happen, we come out even better!"
Twitter for iPhone,"Why isn’t the European Union and Canada informing the public that for years they have used massive Trade Tariffs and non-monetary Trade Barriers against the U.S. Totally unfair to our farmers, workers &amp; companies. Take down your tariffs &amp; barriers or we will more than match you!",6/8/18 2:15,27161,False,1e+18,-1,"Why isn’t the European Union and Canada informing the public that for years they have used massive Trade Tariffs and non-monetary Trade Barriers against the U.S. Totally unfair to our farmers, workers &amp; companies. Take down your tariffs &amp; barriers or we will more than match you!"
Twitter for iPhone,"Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion, and Canada keeps our farmers and others out. Look forward to seeing them tomorrow.",6/7/18 22:04,23855,False,1e+18,-1,"Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion, and Canada keeps our farmers and others out. Look forward to seeing them tomorrow."
Media Studio,"PM Abe and I are also working to improve the trading relationship between the U.S. and Japan, something we have to do. The U.S. seeks a bilateral deal with Japan that is based on the principle of fairness and reciprocity. We’re working hard to reduce our trade imbalance... https://t.co/pnqEHoplk0",6/7/18 19:55,10312,False,1e+18,1,"PM Abe and I are also working to improve the trading relationship between the U.S. and Japan, something we have to do. The U.S. seeks a bilateral deal with Japan that is based on the principle of fairness and reciprocity. We’re working hard to reduce our trade imbalance... "
Twitter for iPhone,Looking forward to seeing my friend Prime Minister @AbeShinzo of Japan at noon. Will be discussing North Korea and Trade.,6/7/18 14:01,9997,False,1e+18,1,Looking forward to seeing my friend Prime Minister  of Japan at noon. Will be discussing North Korea and Trade.
Twitter for iPhone,"Isn’t it Ironic? Getting ready to go to the G-7 in Canada to fight for our country on Trade (we have the worst trade deals ever made), then off to Singapore to meet with North Korea &amp; the Nuclear Problem...But back home we still have the 13 Angry Democrats pushing the Witch Hunt!",6/7/18 11:57,20828,False,1e+18,-1,"Isn’t it Ironic? Getting ready to go to the G-7 in Canada to fight for our country on Trade (we have the worst trade deals ever made), then off to Singapore to meet with North Korea &amp; the Nuclear Problem...But back home we still have the 13 Angry Democrats pushing the Witch Hunt!"
Twitter for iPhone,"Chris Farrell, Judicial Watch. “They were running an operation to undermine a candidate for President of the U.S. These are all violations of law. This is intelligence tradecraft to steer an election. There’s nothing more grave when it comes to abuse of our intelligence system...",6/6/18 1:23,20982,False,1e+18,-1,"Chris Farrell, Judicial Watch. “They were running an operation to undermine a candidate for President of the U.S. These are all violations of law. This is intelligence tradecraft to steer an election. There’s nothing more grave when it comes to abuse of our intelligence system..."
Twitter for iPhone,"Farmers have not been doing well for 15 years. Mexico, Canada, China and others have treated them unfairly. By the time I finish trade talks, that will change. Big trade barriers against U.S. farmers, and other businesses, will finally be broken. Massive trade deficits no longer!",6/4/18 13:47,19743,False,1e+18,-1,"Farmers have not been doing well for 15 years. Mexico, Canada, China and others have treated them unfairly. By the time I finish trade talks, that will change. Big trade barriers against U.S. farmers, and other businesses, will finally be broken. Massive trade deficits no longer!"
Twitter for iPhone,The U.S. has made such bad trade deals over so many years that we can only WIN!,6/4/18 12:43,12293,False,1e+18,-1,The U.S. has made such bad trade deals over so many years that we can only WIN!
Twitter for iPhone,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!,6/4/18 12:41,14518,False,1e+18,-1,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!
Twitter for iPhone,"When you’re almost 800 Billion Dollars a year down on Trade, you can’t lose a Trade War! The U.S. has been ripped off by other countries for years on Trade, time to get smart!",6/2/18 21:23,30370,False,1e+18,-1,"When you’re almost 800 Billion Dollars a year down on Trade, you can’t lose a Trade War! The U.S. has been ripped off by other countries for years on Trade, time to get smart!"
Twitter for iPhone,"The United States must, at long last, be treated fairly on Trade. If we charge a country ZERO to sell their goods, and they charge us 25, 50 or even 100 percent to sell ours, it is UNFAIR and can no longer be tolerated. That is not Free or Fair Trade, it is Stupid Trade!",6/2/18 17:51,31453,False,1e+18,-1,"The United States must, at long last, be treated fairly on Trade. If we charge a country ZERO to sell their goods, and they charge us 25, 50 or even 100 percent to sell ours, it is UNFAIR and can no longer be tolerated. That is not Free or Fair Trade, it is Stupid Trade!"
Twitter for iPhone,Very surprised that China would be doing this? https://t.co/D03kV07dF7,6/2/18 16:35,7743,False,1e+18,-1,Very surprised that China would be doing this? 
Twitter for iPhone,Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restrictive on Trade! They must open their markets and take down their trade barriers! They report a really high surplus on trade with us. Do Timber &amp; Lumber in U.S.?,6/1/18 13:18,19358,False,1e+18,-1,Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restrictive on Trade! They must open their markets and take down their trade barriers! They report a really high surplus on trade with us. Do Timber &amp; Lumber in U.S.?
Twitter for iPhone,FAIR TRADE!,5/31/18 21:19,20093,False,1e+18,-1,FAIR TRADE!
Twitter for iPhone,"Sorry, I’ve got to start focusing my energy on North Korea Nuclear, bad Trade Deals, VA Choice, the Economy, rebuilding the Military, and so much more, and not on the Rigged Russia Witch Hunt that should be investigating Clinton/Russia/FBI/Justice/Obama/Comey/Lynch etc.",5/29/18 11:27,29075,False,1e+18,-1,"Sorry, I’ve got to start focusing my energy on North Korea Nuclear, bad Trade Deals, VA Choice, the Economy, rebuilding the Military, and so much more, and not on the Rigged Russia Witch Hunt that should be investigating Clinton/Russia/FBI/Justice/Obama/Comey/Lynch etc."
Twitter for iPhone,...but complain and obstruct. They made only bad deals (Iran) and their so-called Trade Deals are the laughing stock of the world!,5/25/18 23:13,14578,False,1e+18,-1,...but complain and obstruct. They made only bad deals (Iran) and their so-called Trade Deals are the laughing stock of the world!
Twitter for iPhone,Funny to watch the Democrats criticize Trade Deals being negotiated by me when they don’t even know what the deals are and when for 8 years the Obama Administration did NOTHING on trade except let other countries rip off the United States. Lost almost $800 Billion/year under “O”,5/25/18 22:45,32107,False,1e+18,-1,Funny to watch the Democrats criticize Trade Deals being negotiated by me when they don’t even know what the deals are and when for 8 years the Obama Administration did NOTHING on trade except let other countries rip off the United States. Lost almost $800 Billion/year under “O”
Twitter for iPhone,"Our Trade Deal with China is moving along nicely, but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion.",5/23/18 11:55,11537,False,9.99e+17,1,"Our Trade Deal with China is moving along nicely, but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion."
Twitter for iPhone,"Under our potential deal with China, they will purchase from our Great American Farmers practically as much as our Farmers can produce.",5/21/18 13:16,20464,False,9.99e+17,1,"Under our potential deal with China, they will purchase from our Great American Farmers practically as much as our Farmers can produce."
Twitter for iPhone,"China must continue to be strong &amp; tight on the Border of North Korea until a deal is made. The word is that recently the Border has become much more porous and more has been filtering in. I want this to happen, and North Korea to be VERY successful, but only after signing!",5/21/18 11:40,13936,False,9.99e+17,1,"China must continue to be strong &amp; tight on the Border of North Korea until a deal is made. The word is that recently the Border has become much more porous and more has been filtering in. I want this to happen, and North Korea to be VERY successful, but only after signing!"
Twitter for iPhone,"On China, Barriers and Tariffs to come down for first time.",5/21/18 11:31,11787,False,9.99e+17,1,"On China, Barriers and Tariffs to come down for first time."
Twitter for iPhone,China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!,5/21/18 11:27,17347,False,9.99e+17,1,China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!
Twitter for iPhone,"I ask Senator Chuck Schumer, why didn’t President Obama &amp; the Democrats do something about Trade with China, including Theft of Intellectual Property etc.? They did NOTHING! With that being said, Chuck &amp; I have long agreed on this issue! Fair Trade, plus, with China will happen!",5/21/18 11:21,17442,False,9.99e+17,-1,"I ask Senator Chuck Schumer, why didn’t President Obama &amp; the Democrats do something about Trade with China, including Theft of Intellectual Property etc.? They did NOTHING! With that being said, Chuck &amp; I have long agreed on this issue! Fair Trade, plus, with China will happen!"
Twitter for iPhone,"Talking trade with the Vice Premier of the People’s Republic of China, Liu He. https://t.co/9T7Iq6F3Xe",5/17/18 21:27,8042,False,9.97e+17,1,"Talking trade with the Vice Premier of the People’s Republic of China, Liu He. "
Twitter for iPhone,"...We have not seen China’s demands yet, which should be few in that previous U.S. Administrations have done so poorly in negotiating. China has seen our demands. There has been no folding as the media would love people to believe, the meetings...",5/16/18 13:09,8977,False,9.97e+17,-1,"...We have not seen China’s demands yet, which should be few in that previous U.S. Administrations have done so poorly in negotiating. China has seen our demands. There has been no folding as the media would love people to believe, the meetings..."
Twitter for iPhone,"...haven’t even started yet! The U.S. has very little to give, because it has given so much over the years. China has much to give!",5/16/18 13:09,9560,False,9.97e+17,-1,"...haven’t even started yet! The U.S. has very little to give, because it has given so much over the years. China has much to give!"
Twitter for iPhone,The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...,5/16/18 13:09,13454,False,9.97e+17,-1,The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...
Twitter for iPhone,"Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the U.S., for many years. Stay tuned!",5/15/18 12:35,14876,False,9.96e+17,-1,"Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the U.S., for many years. Stay tuned!"
Twitter for iPhone,"ZTE, the large Chinese phone company, buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi.",5/14/18 20:06,12492,False,9.96e+17,-1,"ZTE, the large Chinese phone company, buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi."
Twitter for iPhone,"China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!",5/13/18 19:22,19916,False,9.96e+17,-1,"China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!"
Twitter for iPhone,"President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back into business, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!",5/13/18 15:01,17379,False,9.96e+17,1,"President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back into business, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!"
Twitter for iPhone,"I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building.",5/8/18 11:22,17027,False,9.94e+17,1,"I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building."
Twitter for iPhone,"Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results, but it is hard for China in that they have become very spoiled with U.S. trade wins!",5/5/18 0:31,17531,False,9.93e+17,-1,"Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results, but it is hard for China in that they have become very spoiled with U.S. trade wins!"
Twitter for iPhone,Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!,5/3/18 3:45,15845,False,9.92e+17,1,Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!
Twitter for iPhone,"“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian “Collusion.”",5/2/18 22:40,23303,False,9.92e+17,-1,"“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian “Collusion.”"
Twitter for iPhone,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!",5/2/18 11:45,26992,False,9.92e+17,-1,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!"
Twitter for iPhone,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!",5/1/18 11:00,18400,False,9.91e+17,-1,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!"
Twitter for iPhone,"Please do not forget the great help that my good friend, President Xi of China, has given to the United States, particularly at the Border of North Korea. Without him it would have been a much longer, tougher, process!",4/27/18 11:50,24960,False,9.9e+17,1,"Please do not forget the great help that my good friend, President Xi of China, has given to the United States, particularly at the Border of North Korea. Without him it would have been a much longer, tougher, process!"
Twitter for iPhone,"Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things, including how the U.S. has been treated unfairly for many years, by many countries, on trade.",4/25/18 14:11,15984,False,9.89e+17,-1,"Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things, including how the U.S. has been treated unfairly for many years, by many countries, on trade."
Twitter for iPhone,"Having great meetings and discussions with my friend, President @EmmanuelMacron of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the @WhiteHouse. ________ https://t.co/ju1FXhgjaD",4/24/18 16:43,10395,False,9.89e+17,1,"Having great meetings and discussions with my friend, President  of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the  ________ "
Twitter for iPhone,"Great meeting with Prime Minister Abe of Japan, who has just left Florida. Talked in depth about North Korea, Military and Trade. Good things will happen!",4/19/18 14:45,14185,False,9.87e+17,1,"Great meeting with Prime Minister Abe of Japan, who has just left Florida. Talked in depth about North Korea, Military and Trade. Good things will happen!"
Twitter for iPhone,I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.,4/17/18 12:24,11779,False,9.86e+17,1,I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.
Twitter for iPhone,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,4/16/18 12:31,21561,False,9.86e+17,-1,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!
Twitter for iPhone,"Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP, and are working to make a deal with the biggest of those  nations, Japan, who has hit us hard on trade for years!",4/13/18 3:15,16759,False,9.85e+17,-1,"Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP, and are working to make a deal with the biggest of those  nations, Japan, who has hit us hard on trade for years!"
Twitter for iPhone,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are",4/11/18 10:38,16168,False,9.84e+17,-1,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are"
Twitter for iPhone,"Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",4/10/18 18:30,22531,False,9.84e+17,1,"Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!"
Twitter for iPhone,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",4/9/18 10:03,46855,False,9.83e+17,-1,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!"
Twitter for iPhone,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!",4/8/18 12:12,23906,False,9.83e+17,1,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!"
Twitter for iPhone,"The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!",4/7/18 18:03,22193,False,9.83e+17,-1,"The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!"
Twitter for iPhone,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.",4/6/18 14:32,24512,False,9.82e+17,-1,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S."
Twitter for iPhone,"RT @realDonaldTrump: We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who repr…",4/6/18 11:29,37272,True,9.82e+17,-1,"RT  We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who repr…"
Twitter for iPhone,"The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft.” Typically bad reporting!",4/5/18 13:10,24732,False,9.82e+17,-1,"The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft.” Typically bad reporting!"
Twitter for iPhone,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",4/4/18 11:22,37281,False,9.81e+17,-1,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!"
Twitter for iPhone,.@USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Let’s now focus on our important security relationship.,3/28/18 16:14,12228,False,9.79e+17,1,. just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Let’s now focus on our important security relationship.
Twitter for iPhone,"Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime, and unfortunately, maximum sanctions and pressure must be maintained at all cost!",3/28/18 10:16,24254,False,9.79e+17,1,"Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime, and unfortunately, maximum sanctions and pressure must be maintained at all cost!"
Twitter for iPhone,"Trade talks going on with numerous countries that, for many years, have not treated the United States fairly. In the end, all will be happy!",3/27/18 0:44,21053,False,9.78e+17,-1,"Trade talks going on with numerous countries that, for many years, have not treated the United States fairly. In the end, all will be happy!"
Media Studio,"As a candidate, I pledged that if elected I would use every lawful tool to combat unfair trade, protect American workers, and defend our national security.  Today, we took another critical step to fulfill that commitment. https://t.co/7NBI0Dibmx https://t.co/nmzqos3BUA",3/22/18 18:40,15736,False,9.77e+17,-1,"As a candidate, I pledged that if elected I would use every lawful tool to combat unfair trade, protect American workers, and defend our national security.  Today, we took another critical step to fulfill that commitment.  "
Twitter for iPhone,"We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada, a very good guy, doesn’t like saying that Canada has a Surplus vs. the U.S.(negotiating), but they do...they almost all do...and that’s how I know!",3/15/18 13:29,16996,False,9.74e+17,-1,"We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada, a very good guy, doesn’t like saying that Canada has a Surplus vs. the U.S.(negotiating), but they do...they almost all do...and that’s how I know!"
Twitter for iPhone,"Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic &amp; Financial Success, with low taxes, unparalleled innovation, fair trade and an ever expanding labor force leading the way! #MAGA",3/15/18 11:11,17466,False,9.74e+17,1,"Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic &amp; Financial Success, with low taxes, unparalleled innovation, fair trade and an ever expanding labor force leading the way! MAGA"
Twitter for iPhone,We cannot keep a blind eye to the rampant unfair trade practices against our Country!,3/14/18 14:37,16142,False,9.74e+17,-1,We cannot keep a blind eye to the rampant unfair trade practices against our Country!
Twitter for iPhone,"The European Union, wonderful countries who treat the U.S. very badly on trade, are complaining about the tariffs on Steel &amp; Aluminum. If they drop their horrific barriers &amp; tariffs on U.S. products going in, we will likewise drop ours. Big Deficit. If not, we Tax Cars etc. FAIR!",3/10/18 21:29,23972,False,9.73e+17,-1,"The European Union, wonderful countries who treat the U.S. very badly on trade, are complaining about the tariffs on Steel &amp; Aluminum. If they drop their horrific barriers &amp; tariffs on U.S. products going in, we will likewise drop ours. Big Deficit. If not, we Tax Cars etc. FAIR!"
Twitter for iPhone,"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!",3/10/18 17:23,16736,False,9.73e+17,1,"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!"
Twitter for iPhone,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,3/10/18 16:15,19027,False,9.73e+17,1,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!
